organ,file,class,dx,dy,mode,dice,hd
Pancreas,6_Pancreas_20_43_0.npz,2,0,-5,box,0.031348643346387484,386.51778743028115
Pancreas,6_Pancreas_20_43_0.npz,2,0,-5,both,0.030284849004309836,384.365711269879
Pancreas,6_Pancreas_20_43_0.npz,2,10,10,point,0.03178060233301542,387.1911672546263
Pancreas,6_Pancreas_20_43_0.npz,2,10,10,box,0.031732947042392025,387.1911672546263
Pancreas,6_Pancreas_20_43_0.npz,2,10,10,both,0.03007464045148097,385.84582413186746
Pancreas,6_Pancreas_20_43_0.npz,2,-10,-10,point,0.03155596334537162,386.4531019412317
Pancreas,6_Pancreas_20_43_0.npz,2,-10,-10,box,0.03112840466925817,387.1911672546263
Pancreas,6_Pancreas_20_43_0.npz,2,-10,-10,both,0.03176209947743791,387.1911672546263
Pancreas,6_Pancreas_20_52_0.npz,2,0,0,point,0.012752642706128922,384.66868861398115
Pancreas,6_Pancreas_20_52_0.npz,2,0,0,box,0.013002600520103255,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,0,0,both,0.012673802031726678,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,5,0,point,0.012710308769351862,385.3894134508627
Pancreas,6_Pancreas_20_52_0.npz,2,5,0,box,0.012699945675135788,383.2518754031088
Pancreas,6_Pancreas_20_52_0.npz,2,5,0,both,0.012787530266341407,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,-5,0,point,0.013611765191885238,384.66868861398115
Pancreas,6_Pancreas_20_52_0.npz,2,-5,0,box,0.013021722297617415,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,-5,0,both,0.013059584353612775,386.79322641432077
Pancreas,6_Pancreas_20_52_0.npz,2,0,5,point,0.013142093437668844,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,0,5,box,0.012870872083092979,384.66608896548183
Pancreas,6_Pancreas_20_52_0.npz,2,0,5,both,0.013068384267506478,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,0,-5,point,0.013200461086527273,386.08030252785494
Pancreas,6_Pancreas_20_52_0.npz,2,0,-5,box,0.01298421948023886,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,0,-5,both,0.01302499819897608,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,10,10,point,0.01317649124347043,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,10,10,box,0.013105181705428322,386.08030252785494
Pancreas,6_Pancreas_20_52_0.npz,2,10,10,both,0.01304634887098835,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,-10,-10,point,0.0130102990982864,386.79322641432077
Pancreas,6_Pancreas_20_52_0.npz,2,-10,-10,box,0.013131673344380729,387.4970967633177
Pancreas,6_Pancreas_20_52_0.npz,2,-10,-10,both,0.012915129151288979,387.4970967633177
Pancreas,6_Pancreas_21_23_0.npz,2,0,0,point,0.020308696708024626,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,0,0,box,0.019175082986083204,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,0,0,both,0.018731348022090692,355.6866598566778
Pancreas,6_Pancreas_21_23_0.npz,2,5,0,point,0.02061154967407954,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,5,0,box,0.02016151964965874,358.27363843855437
Pancreas,6_Pancreas_21_23_0.npz,2,5,0,both,0.020275033405930985,358.27363843855437
Pancreas,6_Pancreas_21_23_0.npz,2,-5,0,point,0.020056338028163367,356.4547657136877
Pancreas,6_Pancreas_21_23_0.npz,2,-5,0,box,0.018050082623611907,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,-5,0,both,0.02019165958444155,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,0,5,point,0.016039695361172373,357.99441336423115
Pancreas,6_Pancreas_21_23_0.npz,2,0,5,box,0.020707784639037188,356.4547657136877
Pancreas,6_Pancreas_21_23_0.npz,2,0,5,both,0.0181519578182997,355.4602650086223
Pancreas,6_Pancreas_21_23_0.npz,2,0,-5,point,0.01865977431758852,355.7639666970223
Pancreas,6_Pancreas_21_23_0.npz,2,0,-5,box,0.02041991727315299,358.27363843855437
Pancreas,6_Pancreas_21_23_0.npz,2,0,-5,both,0.020500214377589223,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,10,10,point,0.020019925043879373,358.27363843855437
Pancreas,6_Pancreas_21_23_0.npz,2,10,10,box,0.01996398829619402,357.64367742209566
Pancreas,6_Pancreas_21_23_0.npz,2,10,10,both,0.020671410700734798,357.99441336423115
Pancreas,6_Pancreas_21_23_0.npz,2,-10,-10,point,0.01905163329820061,355.4602650086223
Pancreas,6_Pancreas_21_23_0.npz,2,-10,-10,box,0.020376728813014344,359.5385931996731
Pancreas,6_Pancreas_21_23_0.npz,2,-10,-10,both,0.020748494407798912,359.5385931996731
