version,file,class,mode,threshold,dice,hd95
finetuned_epoch8,22_Heart_2_10.npz,0,point,0.2,0.2990822386174211,57.38466694161429
finetuned_epoch8,22_Heart_2_10.npz,0,point,0.3,0.3897748592861403,50.08991914547278
finetuned_epoch8,22_Heart_2_10.npz,0,point,0.5,0.6189944134055159,20.8806130178211
finetuned_epoch8,22_Heart_2_10.npz,0,box,0.2,0.9134734239745769,4.123105625617661
finetuned_epoch8,22_Heart_2_10.npz,0,box,0.3,0.9029430181533943,5.0
finetuned_epoch8,22_Heart_2_10.npz,0,box,0.5,0.8910256410199294,5.0
finetuned_epoch8,22_Heart_2_10.npz,0,both,0.2,0.9237339841310328,3.605551275463989
finetuned_epoch8,22_Heart_2_10.npz,0,both,0.3,0.9188191881862312,4.0
finetuned_epoch8,22_Heart_2_10.npz,0,both,0.5,0.9168230143782563,4.0
finetuned_epoch8,22_Heart_2_10.npz,1,point,0.2,0.25544817130897207,47.853944456021594
finetuned_epoch8,22_Heart_2_10.npz,1,point,0.3,0.3307938068313325,41.012193308819754
finetuned_epoch8,22_Heart_2_10.npz,1,point,0.5,0.505503144652101,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,box,0.2,0.48225469728349557,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,box,0.3,0.4351648351624442,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,box,0.5,0.3406940063069988,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,both,0.2,0.47935548841651887,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,both,0.3,0.4447884416901714,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,1,both,0.5,0.36876355748173123,14.7648230602334
finetuned_epoch8,22_Heart_2_10.npz,2,point,0.2,0.11890564714114538,52.630789467763066
finetuned_epoch8,22_Heart_2_10.npz,2,point,0.3,0.1463098834696886,48.83646178829912
finetuned_epoch8,22_Heart_2_10.npz,2,point,0.5,0.24205640842469814,30.14962686336267
finetuned_epoch8,22_Heart_2_10.npz,2,box,0.2,0.8075471698011629,4.47213595499958
finetuned_epoch8,22_Heart_2_10.npz,2,box,0.3,0.812820512810092,4.47213595499958
finetuned_epoch8,22_Heart_2_10.npz,2,box,0.5,0.8191489361593198,4.123105625617661
finetuned_epoch8,22_Heart_2_10.npz,2,both,0.2,0.7695906432658527,6.324555320336759
finetuned_epoch8,22_Heart_2_10.npz,2,both,0.3,0.7832335329247517,6.324555320336759
finetuned_epoch8,22_Heart_2_10.npz,2,both,0.5,0.8171500630413978,4.47213595499958
finetuned_epoch8,22_Heart_2_4.npz,0,point,0.2,0.8046862956670191,13.038404810405298
finetuned_epoch8,22_Heart_2_4.npz,0,point,0.3,0.7603517186238843,13.45362404707371
finetuned_epoch8,22_Heart_2_4.npz,0,point,0.5,0.7018248786192838,15.0
finetuned_epoch8,22_Heart_2_4.npz,0,box,0.2,0.33440256615811065,38.8329756778952
finetuned_epoch8,22_Heart_2_4.npz,0,box,0.3,0.2392055267697772,60.67124524847005
finetuned_epoch8,22_Heart_2_4.npz,0,box,0.5,0.1586560895936569,66.88796603276258
finetuned_epoch8,22_Heart_2_4.npz,0,both,0.2,0.907893003029506,10.63014581273465
finetuned_epoch8,22_Heart_2_4.npz,0,both,0.3,0.8804616652914531,13.038404810405298
finetuned_epoch8,22_Heart_2_4.npz,0,both,0.5,0.8638728323686938,13.601470508735444
finetuned_epoch8,22_Heart_2_4.npz,1,point,0.2,0.0,31.016124838541646
finetuned_epoch8,22_Heart_2_4.npz,1,point,0.3,0.0,31.016124838541646
finetuned_epoch8,22_Heart_2_4.npz,1,point,0.5,0.0,31.016124838541646
finetuned_epoch8,22_Heart_2_4.npz,1,box,0.2,0.7266599258498034,40.52159917870962
finetuned_epoch8,22_Heart_2_4.npz,1,box,0.3,0.7040509463988961,48.16637831516918
