version,mode,threshold,dice,hd95
finetuned_epoch2,box,0.3,0.88049605411334,5.0
finetuned_epoch2,box,0.5,0.8737434660215647,5.0990195135927845
finetuned_epoch2,both,0.2,0.6219542828427255,27.294688127912362
finetuned_epoch2,both,0.3,0.6552891778400985,27.294688127912362
finetuned_epoch2,both,0.5,0.6963418582054122,27.294688127912362
finetuned_epoch2,point,0.2,0.908328192472661,11.704699910719626
finetuned_epoch2,point,0.3,0.9125360772983906,11.40175425099138
finetuned_epoch2,point,0.5,0.9226006191938563,10.770329614269007
finetuned_epoch2,box,0.2,0.9501278772366367,5.0
finetuned_epoch2,box,0.3,0.9506877757579151,4.242640687119285
finetuned_epoch2,box,0.5,0.9466258485279561,5.0
finetuned_epoch2,both,0.2,0.9537108869912675,3.605551275463989
finetuned_epoch2,both,0.3,0.9524433381357887,4.0
finetuned_epoch2,both,0.5,0.9458088627857104,5.0
finetuned_epoch2,point,0.2,0.257225433524153,16.401219466856727
finetuned_epoch2,point,0.3,0.2642910170730194,15.811388300841896
finetuned_epoch2,point,0.5,0.2730061349672316,15.620499351813308
finetuned_epoch2,box,0.2,0.865139949087401,2.8284271247461903
finetuned_epoch2,box,0.3,0.8695652173690648,2.8284271247461903
finetuned_epoch2,box,0.5,0.8697916666440159,2.8284271247461903
finetuned_epoch2,both,0.2,0.8648648648436151,3.605551275463989
finetuned_epoch2,both,0.3,0.8691358024476756,2.8284271247461903
finetuned_epoch2,both,0.5,0.8721804511059603,2.8284271247461903
finetuned_epoch2,point,0.2,0.7508878741717357,6.0
finetuned_epoch2,point,0.3,0.7613168724240673,6.0
finetuned_epoch2,point,0.5,0.7830687830646399,6.0
finetuned_epoch2,box,0.2,0.791020844463971,6.0
finetuned_epoch2,box,0.3,0.7982740021531917,6.0
finetuned_epoch2,box,0.5,0.8181315643956986,6.0
finetuned_epoch2,both,0.2,0.7944176060075447,6.0
finetuned_epoch2,both,0.3,0.7995678011842271,6.0
finetuned_epoch2,both,0.5,0.8127402526039937,6.0
finetuned_epoch2,point,0.2,0.6166583871491693,20.0
finetuned_epoch2,point,0.3,0.6373438302231091,17.0
finetuned_epoch2,point,0.5,0.6780095133540468,16.1245154965971
finetuned_epoch2,box,0.2,0.8941418293913306,9.899494936611665
finetuned_epoch2,box,0.3,0.8913328096336964,9.433981132056603
finetuned_epoch2,box,0.5,0.8740416210271795,8.602325267042627
finetuned_epoch2,both,0.2,0.8955461293719631,9.433981132056603
finetuned_epoch2,both,0.3,0.8908249387397473,9.433981132056603
finetuned_epoch2,both,0.5,0.866421914710911,9.433981132056603
finetuned_epoch2,point,0.2,0.5499999999990317,22.360679774997898
finetuned_epoch2,point,0.3,0.5538461538451515,22.360679774997898
finetuned_epoch2,point,0.5,0.5231067961154892,22.360679774997898
finetuned_epoch2,box,0.2,0.5632888568327384,22.360679774997898
finetuned_epoch2,box,0.3,0.5701191567358934,22.360679774997898
finetuned_epoch2,box,0.5,0.5782312925159142,22.360679774997898
finetuned_epoch2,both,0.2,0.5627923713555906,22.360679774997898
finetuned_epoch2,both,0.3,0.5684556407437596,22.360679774997898
finetuned_epoch2,both,0.5,0.5739810161910032,22.360679774997898
finetuned_epoch2,point,0.2,0.4958719039267054,42.95346318982906
finetuned_epoch2,point,0.3,0.5413821360269288,40.80441152620633
finetuned_epoch2,point,0.5,0.6257901390624975,39.05124837953327
finetuned_epoch2,box,0.2,0.9414006669797933,2.8284271247461903
finetuned_epoch2,box,0.3,0.9484337349351883,2.8284271247461903
finetuned_epoch2,box,0.5,0.9565217391257089,2.23606797749979
finetuned_epoch2,both,0.2,0.9508515815038888,2.8284271247461903
finetuned_epoch2,both,0.3,0.953225012304514,2.23606797749979
finetuned_epoch2,both,0.5,0.948692152912733,2.23606797749979
finetuned_epoch2,point,0.2,0.8270232230811724,16.1245154965971
finetuned_epoch2,point,0.3,0.8657113310668256,15.231546211727817
finetuned_epoch2,point,0.5,0.9029954989897517,9.219544457292887
finetuned_epoch2,box,0.2,0.9592278249276764,7.0710678118654755
finetuned_epoch2,box,0.3,0.9636608344532913,6.4031242374328485
finetuned_epoch2,box,0.5,0.9632164242926207,5.0
finetuned_epoch2,both,0.2,0.955044955043365,5.656854249492381
finetuned_epoch2,both,0.3,0.9593687038264618,4.47213595499958
finetuned_epoch2,both,0.5,0.9635310156766129,4.242640687119285
finetuned_epoch2,point,0.2,0.3526308482571809,28.178005607210743
finetuned_epoch2,point,0.3,0.2739726027393268,28.178005607210743
finetuned_epoch2,point,0.5,0.18338461538433326,28.178005607210743
finetuned_epoch2,box,0.2,0.9174251199720049,3.605551275463989
finetuned_epoch2,box,0.3,0.9022038567477579,6.082762530298219
finetuned_epoch2,box,0.5,0.8467016491738255,9.055385138137417
finetuned_epoch2,both,0.2,0.655847043129551,28.178005607210743
finetuned_epoch2,both,0.3,0.6568459518092304,28.178005607210743
finetuned_epoch2,both,0.5,0.6450184501837085,28.178005607210743
finetuned_epoch2,point,0.2,0.9247530505506614,5.0
finetuned_epoch2,point,0.3,0.9356984478921867,5.830951894845301
finetuned_epoch2,point,0.5,0.9408569704270657,6.0
finetuned_epoch2,box,0.2,0.9514619883027026,5.0990195135927845
finetuned_epoch2,box,0.3,0.9573867854477247,4.242640687119285
finetuned_epoch2,box,0.5,0.9520766773148455,5.385164807134504
finetuned_epoch2,both,0.2,0.955549013834331,5.0
finetuned_epoch2,both,0.3,0.9565995525712803,4.242640687119285
finetuned_epoch2,both,0.5,0.9509445460070827,5.0
finetuned_epoch3,point,0.2,0.21885699236210318,59.841457201508724
finetuned_epoch3,point,0.3,0.26630347700646323,57.38466694161429
finetuned_epoch3,point,0.5,0.3421160971586206,52.839379254491625
finetuned_epoch3,box,0.2,0.9139784946181961,4.0
finetuned_epoch3,box,0.3,0.9129383313124974,4.0
finetuned_epoch3,box,0.5,0.9056138186248883,5.0
finetuned_epoch3,both,0.2,0.91891891891352,3.605551275463989
finetuned_epoch3,both,0.3,0.921977367475152,3.605551275463989
finetuned_epoch3,both,0.5,0.9210367691324832,3.605551275463989
finetuned_epoch3,point,0.2,0.1874565429005876,49.73932046178355
finetuned_epoch3,point,0.3,0.22504173622666937,47.41307836451879
finetuned_epoch3,point,0.5,0.2990903039709361,40.24922359499622
finetuned_epoch3,box,0.2,0.5263667150434138,14.7648230602334
finetuned_epoch3,box,0.3,0.4990099009876287,14.7648230602334
finetuned_epoch3,box,0.5,0.4353741496575857,14.7648230602334
finetuned_epoch3,both,0.2,0.5296671490567793,14.7648230602334
finetuned_epoch3,both,0.3,0.5088582677140312,14.7648230602334
finetuned_epoch3,both,0.5,0.4583120204580138,14.7648230602334
finetuned_epoch3,point,0.2,0.08765352294752728,71.19691004531025
finetuned_epoch3,point,0.3,0.10355888193049709,59.033888572581766
finetuned_epoch3,point,0.5,0.1312681510162028,51.088159097779204
finetuned_epoch3,box,0.2,0.7717647058732734,6.324555320336759
finetuned_epoch3,box,0.3,0.7831325301110466,6.324555320336759
finetuned_epoch3,box,0.5,0.815656565646267,4.47213595499958
finetuned_epoch3,both,0.2,0.7427293064793878,6.708203932499369
finetuned_epoch3,both,0.3,0.7534246575256458,6.4031242374328485
finetuned_epoch3,both,0.5,0.7715976331269634,6.324555320336759
finetuned_epoch3,point,0.2,0.8371325734840475,13.038404810405298
finetuned_epoch3,point,0.3,0.8134659525618769,13.45362404707371
finetuned_epoch3,point,0.5,0.7729071055534532,13.601470508735444
finetuned_epoch3,box,0.2,0.7629379856314867,12.041594578792296
finetuned_epoch3,box,0.3,0.6632191338062974,15.264337522473747
finetuned_epoch3,box,0.5,0.3075633773301748,40.792156108742276
finetuned_epoch3,both,0.2,0.9197874493915489,11.313708498984761
finetuned_epoch3,both,0.3,0.9117570724099251,10.63014581273465
finetuned_epoch3,both,0.5,0.8856240560196545,12.806248474865697
finetuned_epoch3,point,0.2,0.0,31.016124838541646
finetuned_epoch3,point,0.3,0.0,31.016124838541646
finetuned_epoch3,point,0.5,0.0,31.016124838541646
finetuned_epoch3,box,0.2,0.7716559075202347,18.788294228055936
finetuned_epoch3,box,0.3,0.7577442414602736,27.16615541441225
finetuned_epoch3,box,0.5,0.7230531201637905,40.52159917870962
finetuned_epoch3,both,0.2,0.5842576791802642,31.016124838541646
finetuned_epoch3,both,0.3,0.5855655632230838,31.016124838541646
finetuned_epoch3,both,0.5,0.5599636583880073,33.015148038438355
finetuned_epoch3,point,0.2,0.9143359203390581,9.0
finetuned_epoch3,point,0.3,0.9415945611859227,7.615773105863909
finetuned_epoch3,point,0.5,0.9447038584411036,6.324555320336759
finetuned_epoch3,box,0.2,0.9469860896437813,8.0
finetuned_epoch3,box,0.3,0.9478343344918211,7.0
finetuned_epoch3,box,0.5,0.9421271732912071,5.0990195135927845
finetuned_epoch3,both,0.2,0.9455898310332153,8.0
finetuned_epoch3,both,0.3,0.9473851030103427,6.0
finetuned_epoch3,both,0.5,0.9417055024111342,5.0990195135927845
finetuned_epoch3,point,0.2,0.835472578762044,26.0
finetuned_epoch3,point,0.3,0.9193995044440761,8.06225774829855
finetuned_epoch3,point,0.5,0.9098401186732985,8.0
finetuned_epoch3,box,0.2,0.9354409809411502,8.48528137423857
finetuned_epoch3,box,0.3,0.928921568626028,7.0710678118654755
finetuned_epoch3,box,0.5,0.8692111959272787,6.324555320336759
finetuned_epoch3,both,0.2,0.948148148146685,6.324555320336759
finetuned_epoch3,both,0.3,0.9475673122328019,5.0
finetuned_epoch3,both,0.5,0.9272994608708915,4.123105625617661
finetuned_epoch3,point,0.2,0.29925524712203916,28.42534080710379
finetuned_epoch3,point,0.3,0.14304838401196587,28.42534080710379
finetuned_epoch3,point,0.5,0.019673597138341888,28.42534080710379
finetuned_epoch3,box,0.2,0.7128292268464044,11.313708498984761
finetuned_epoch3,box,0.3,0.7402085747375662,9.899494936611665
finetuned_epoch3,box,0.5,0.7592592592571916,8.48528137423857
finetuned_epoch3,both,0.2,0.45884101040050695,28.42534080710379
finetuned_epoch3,both,0.3,0.4347148644430746,28.42534080710379
finetuned_epoch3,both,0.5,0.34671721523290244,28.42534080710379
finetuned_epoch3,point,0.2,0.14247694046441997,124.57929201917949
finetuned_epoch3,point,0.3,0.23482754476611295,95.60334722173695
finetuned_epoch3,point,0.5,0.463895486935316,74.33034373659252
finetuned_epoch3,box,0.2,0.8395225464172424,11.180339887498949
finetuned_epoch3,box,0.3,0.8406123367833395,11.180339887498949
finetuned_epoch3,box,0.5,0.8481748430577816,10.295630140987
finetuned_epoch3,both,0.2,0.8389811738630366,11.180339887498949
finetuned_epoch3,both,0.3,0.842057761730952,11.180339887498949
finetuned_epoch3,both,0.5,0.8519040902659805,10.63014581273465
finetuned_epoch3,point,0.2,0.5665131400696742,40.311288741492746
finetuned_epoch3,point,0.3,0.6416078551693133,31.11269837220809
finetuned_epoch3,point,0.5,0.729720279719004,17.46424919657298
finetuned_epoch3,box,0.2,0.9440263405434054,6.4031242374328485
finetuned_epoch3,box,0.3,0.9456026839181749,5.656854249492381
finetuned_epoch3,box,0.5,0.9416974169718532,4.47213595499958
finetuned_epoch3,both,0.2,0.9421407907402553,5.0
finetuned_epoch3,both,0.3,0.9398238747530826,5.0
finetuned_epoch3,both,0.5,0.9349289453978187,5.0
finetuned_epoch3,point,0.2,0.4156898106395917,28.42534080710379
finetuned_epoch3,point,0.3,0.4705882352933059,22.627416997969522
finetuned_epoch3,point,0.5,0.4749403341279337,22.627416997969522
finetuned_epoch3,box,0.2,0.7969687401301012,6.4031242374328485
finetuned_epoch3,box,0.3,0.789508632135493,6.4031242374328485
finetuned_epoch3,box,0.5,0.698017877960754,32.2490309931942
finetuned_epoch3,both,0.2,0.5545129579969739,22.627416997969522
finetuned_epoch3,both,0.3,0.5681818181804444,22.627416997969522
finetuned_epoch3,both,0.5,0.5963873260272539,15.0
finetuned_epoch3,point,0.2,0.18008127183276532,90.21086409075129
finetuned_epoch3,point,0.3,0.2367607085947729,67.97793759742936
finetuned_epoch3,point,0.5,0.35397982062730665,64.5600495662759
finetuned_epoch3,box,0.2,0.808678500983535,12.041594578792296
finetuned_epoch3,box,0.3,0.823251098341253,11.661903789690601
finetuned_epoch3,box,0.5,0.8525526597613261,10.816653826391969
finetuned_epoch3,both,0.2,0.8032021347538253,10.816653826391969
finetuned_epoch3,both,0.3,0.8220774768569693,10.816653826391969
finetuned_epoch3,both,0.5,0.8424855491299044,8.48528137423857
finetuned_epoch3,point,0.2,0.40214477211526717,19.4164878389476
finetuned_epoch3,point,0.3,0.43731778425337237,16.55294535724685
finetuned_epoch3,point,0.5,0.4743083003915075,15.652475842498529
finetuned_epoch3,box,0.2,0.8942598187176094,2.8284271247461903
finetuned_epoch3,box,0.3,0.899082568793592,2.8284271247461903
finetuned_epoch3,box,0.5,0.9051321928319574,2.8284271247461903
finetuned_epoch3,both,0.2,0.8855421686613623,3.605551275463989
finetuned_epoch3,both,0.3,0.8919330289057544,2.8284271247461903
finetuned_epoch3,both,0.5,0.890624999986084,2.8284271247461903
finetuned_epoch3,point,0.2,0.5377532228327947,10.44030650891055
finetuned_epoch3,point,0.3,0.5785997357953858,8.94427190999916
finetuned_epoch3,point,0.5,0.6194188518737107,8.94427190999916
finetuned_epoch3,box,0.2,0.688763136615289,8.94427190999916
finetuned_epoch3,box,0.3,0.6907301066391245,8.94427190999916
finetuned_epoch3,box,0.5,0.6841216216158437,8.94427190999916
finetuned_epoch3,both,0.2,0.6927465362616728,8.94427190999916
finetuned_epoch3,both,0.3,0.6929392446576935,8.94427190999916
finetuned_epoch3,both,0.5,0.6807790008409756,8.94427190999916
finetuned_epoch3,point,0.2,0.09572431397513897,33.28663395418648
finetuned_epoch3,point,0.3,0.10980966324956216,32.449961479175904
finetuned_epoch3,point,0.5,0.13404825737145623,30.870698080866262
finetuned_epoch3,box,0.2,0.7619047618594104,3.0
finetuned_epoch3,box,0.3,0.7730061349219014,2.8284271247461903
finetuned_epoch3,box,0.5,0.7564102563617685,2.8284271247461903
finetuned_epoch3,both,0.2,0.7236180904158985,3.1622776601683795
finetuned_epoch3,both,0.3,0.734693877513536,2.8284271247461903
finetuned_epoch3,both,0.5,0.7659574467677682,2.8284271247461903
finetuned_epoch3,point,0.2,0.7346938775394868,7.211102550927978
finetuned_epoch3,point,0.3,0.771004942326672,6.082762530298219
finetuned_epoch3,point,0.5,0.8181818181675143,6.0
finetuned_epoch3,box,0.2,0.9221556886043482,1.4142135623730951
finetuned_epoch3,box,0.3,0.9295774647700286,1.4142135623730951
finetuned_epoch3,box,0.5,0.9360824742075035,1.4142135623730951
finetuned_epoch3,both,0.2,0.9392712550417152,1.4142135623730951
finetuned_epoch3,both,0.3,0.9430894308751404,1.4142135623730951
finetuned_epoch3,both,0.5,0.9525773195679881,1.4142135623730951
finetuned_epoch3,point,0.2,0.3653846153795964,13.0
finetuned_epoch3,point,0.3,0.3790849673140672,8.48528137423857
finetuned_epoch3,point,0.5,0.32574430822546857,8.48528137423857
finetuned_epoch3,box,0.2,0.715044247774955,5.0
finetuned_epoch3,box,0.3,0.7421150278155452,4.242640687119285
finetuned_epoch3,box,0.5,0.7565392353972528,3.1622776601683795
finetuned_epoch3,both,0.2,0.5819295558869536,8.48528137423857
finetuned_epoch3,both,0.3,0.5419968304193027,8.48528137423857
finetuned_epoch3,both,0.5,0.4715719063466292,8.48528137423857
finetuned_epoch3,point,0.2,0.826245443489353,5.0
finetuned_epoch3,point,0.3,0.7995018679850623,5.0990195135927845
finetuned_epoch3,point,0.5,0.7641025640927679,5.385164807134504
finetuned_epoch3,box,0.2,0.9211618257165854,3.605551275463989
finetuned_epoch3,box,0.3,0.914712153508372,4.0
finetuned_epoch3,box,0.5,0.895555555545605,5.0
finetuned_epoch3,both,0.2,0.8988030467802088,4.47213595499958
finetuned_epoch3,both,0.3,0.897009966767475,4.47213595499958
finetuned_epoch3,both,0.5,0.8858447488483351,5.0
finetuned_epoch3,point,0.2,0.001976284584960709,11.661903789690601
finetuned_epoch3,point,0.3,0.0,11.704699910719626
finetuned_epoch3,point,0.5,0.0,12.041594578792296
finetuned_epoch3,box,0.2,0.6649076517091917,14.7648230602334
finetuned_epoch3,box,0.3,0.5925925925868168,17.4928556845359
finetuned_epoch3,box,0.5,0.36904761904322564,25.0
finetuned_epoch3,both,0.2,0.569905213266766,11.661903789690601
finetuned_epoch3,both,0.3,0.5359150530884703,11.661903789690601
finetuned_epoch3,both,0.5,0.44461778470792035,11.661903789690601
finetuned_epoch3,point,0.2,0.6942857142757959,13.0
finetuned_epoch3,point,0.3,0.5210355986970706,19.1049731745428
finetuned_epoch3,point,0.5,0.37366548042039743,20.0
finetuned_epoch3,box,0.2,0.8735632183807637,3.1622776601683795
finetuned_epoch3,box,0.3,0.8519417475624764,4.0
finetuned_epoch3,box,0.5,0.7628032344910674,8.0
finetuned_epoch3,both,0.2,0.8770685579092545,4.0
finetuned_epoch3,both,0.3,0.8567931456443477,4.0
finetuned_epoch3,both,0.5,0.8303797468249319,4.0
finetuned_epoch3,point,0.2,0.9359331476257944,3.0
finetuned_epoch3,point,0.3,0.9403973509864578,3.1622776601683795
finetuned_epoch3,point,0.5,0.8774703557242889,5.0990195135927845
finetuned_epoch3,box,0.2,0.7574598316697976,4.47213595499958
finetuned_epoch3,box,0.3,0.7291835084823833,5.0
finetuned_epoch3,box,0.5,0.6083720930175966,10.770329614269007
finetuned_epoch3,both,0.2,0.9293628808799906,3.605551275463989
finetuned_epoch3,both,0.3,0.928823114863081,3.605551275463989
finetuned_epoch3,both,0.5,0.9271137026171494,3.605551275463989
finetuned_epoch3,point,0.2,0.08258064516075755,13.892443989449804
finetuned_epoch3,point,0.3,0.017771701982106824,13.892443989449804
finetuned_epoch3,point,0.5,0.005847953216331522,13.892443989449804
finetuned_epoch3,box,0.2,0.710843373489218,10.63014581273465
finetuned_epoch3,box,0.3,0.6597938144281311,14.7648230602334
finetuned_epoch3,box,0.5,0.5295629820006036,27.892651361962706
finetuned_epoch3,both,0.2,0.6014171833454321,13.892443989449804
finetuned_epoch3,both,0.3,0.5836005496995712,13.892443989449804
finetuned_epoch3,both,0.5,0.5450097847331458,13.892443989449804
finetuned_epoch3,point,0.2,0.042505592840687854,26.076809620810597
finetuned_epoch3,point,0.3,0.04031354983157544,26.076809620810597
finetuned_epoch3,point,0.5,0.04031354983157544,26.076809620810597
finetuned_epoch3,box,0.2,0.9097142857090874,4.123105625617661
finetuned_epoch3,box,0.3,0.8974668274976028,5.0
finetuned_epoch3,box,0.5,0.7838776928368042,9.219544457292887
finetuned_epoch3,both,0.2,0.9124637681106524,5.0
finetuned_epoch3,both,0.3,0.9046190761793365,5.0990195135927845
finetuned_epoch3,both,0.5,0.8727735368901224,5.385164807134504
finetuned_epoch3,point,0.2,0.8920032976018797,4.0
finetuned_epoch3,point,0.3,0.8588640275313352,5.656854249492381
finetuned_epoch3,point,0.5,0.8136200716772974,6.708203932499369
finetuned_epoch3,box,0.2,0.8834951456239201,3.1622776601683795
finetuned_epoch3,box,0.3,0.76657584013836,4.47213595499958
finetuned_epoch3,box,0.5,0.49543378994868226,7.0710678118654755
finetuned_epoch3,both,0.2,0.9445745511245546,2.23606797749979
finetuned_epoch3,both,0.3,0.9286287088939165,3.0
finetuned_epoch3,both,0.5,0.8929765886212963,4.0
finetuned_epoch3,point,0.2,0.017610062892971005,13.416407864998739
finetuned_epoch3,point,0.3,0.009073233959759733,13.416407864998739
finetuned_epoch3,point,0.5,0.008005336891207436,13.416407864998739
finetuned_epoch3,box,0.2,0.8255066732534577,6.082762530298219
finetuned_epoch3,box,0.3,0.7633168588645617,9.055385138137417
finetuned_epoch3,box,0.5,0.2967213114729777,36.05551275463989
finetuned_epoch3,both,0.2,0.7274068609342405,13.416407864998739
finetuned_epoch3,both,0.3,0.7062964411392011,13.416407864998739
finetuned_epoch3,both,0.5,0.5923507462658939,13.416407864998739
finetuned_epoch3,point,0.2,0.031423290203036754,32.38826948140329
finetuned_epoch3,point,0.3,0.031423290203036754,32.38826948140329
finetuned_epoch3,point,0.5,0.031423290203036754,32.38826948140329
finetuned_epoch3,box,0.2,0.9255514705839819,3.1622776601683795
finetuned_epoch3,box,0.3,0.9153187440489281,3.1622776601683795
finetuned_epoch3,box,0.5,0.8700564971706726,7.0
finetuned_epoch3,both,0.2,0.9312119794060308,3.1622776601683795
finetuned_epoch3,both,0.3,0.9157792836354512,5.0
finetuned_epoch3,both,0.5,0.8930373360197122,7.0
finetuned_epoch3,point,0.2,0.8330749353962116,7.615773105863909
finetuned_epoch3,point,0.3,0.8722222222173766,7.211102550927978
finetuned_epoch3,point,0.5,0.8934131736473448,5.830951894845301
finetuned_epoch3,box,0.2,0.43891402714601124,10.63014581273465
finetuned_epoch3,box,0.3,0.36318816762232387,11.313708498984761
finetuned_epoch3,box,0.5,0.10935856992524334,25.632011235952593
finetuned_epoch3,both,0.2,0.9100346020708765,5.0
finetuned_epoch3,both,0.3,0.9287410926310645,3.605551275463989
finetuned_epoch3,both,0.5,0.9357798165080381,2.8284271247461903
finetuned_epoch3,point,0.2,0.28775398132735996,15.264337522473747
finetuned_epoch3,point,0.3,0.19351032448263417,15.264337522473747
finetuned_epoch3,point,0.5,0.11927181418631971,15.264337522473747
finetuned_epoch3,box,0.2,0.8501920614542242,4.0
finetuned_epoch3,box,0.3,0.8274914089290207,4.123105625617661
finetuned_epoch3,box,0.5,0.5019531249950981,29.732137494637012
finetuned_epoch3,both,0.2,0.6157130657531353,15.264337522473747
finetuned_epoch3,both,0.3,0.58462905375129,15.264337522473747
finetuned_epoch3,both,0.5,0.45394402035392395,15.264337522473747
finetuned_epoch3,point,0.2,0.710217755440912,35.0
finetuned_epoch3,point,0.3,0.7057324840734364,35.014282800023196
finetuned_epoch3,point,0.5,0.698731963267605,36.0
finetuned_epoch3,box,0.2,0.9402443050480679,2.8284271247461903
finetuned_epoch3,box,0.3,0.926475664477299,2.8284271247461903
finetuned_epoch3,box,0.5,0.8521806252379306,8.94427190999916
finetuned_epoch3,both,0.2,0.9168093118763547,3.605551275463989
finetuned_epoch3,both,0.3,0.8841264075521826,7.0710678118654755
finetuned_epoch3,both,0.5,0.74348191757467,33.0
finetuned_epoch3,point,0.2,0.9726734186872298,2.23606797749979
finetuned_epoch3,point,0.3,0.964728682168673,2.8284271247461903
finetuned_epoch3,point,0.5,0.9502958579862913,3.605551275463989
finetuned_epoch3,box,0.2,0.9743297204773259,2.23606797749979
finetuned_epoch3,box,0.3,0.9707804690484991,2.23606797749979
finetuned_epoch3,box,0.5,0.9603128054722184,3.0
finetuned_epoch3,both,0.2,0.9736540664357128,2.23606797749979
finetuned_epoch3,both,0.3,0.9711205236793009,2.23606797749979
finetuned_epoch3,both,0.5,0.9629485179388398,2.8284271247461903
finetuned_epoch3,point,0.2,0.015618898867599339,27.294688127912362
finetuned_epoch3,point,0.3,0.007925500297190557,27.294688127912362
finetuned_epoch3,point,0.5,0.0036290322580571997,27.294688127912362
finetuned_epoch3,box,0.2,0.8797752808972289,5.0
finetuned_epoch3,box,0.3,0.8815866225921027,4.242640687119285
finetuned_epoch3,box,0.5,0.8633243187000971,5.656854249492381
finetuned_epoch3,both,0.2,0.6813554594886608,27.294688127912362
finetuned_epoch3,both,0.3,0.7227646056086738,27.294688127912362
finetuned_epoch3,both,0.5,0.7467393420269677,27.294688127912362
finetuned_epoch3,point,0.2,0.9123904881089958,11.40175425099138
finetuned_epoch3,point,0.3,0.918643203263302,10.770329614269007
finetuned_epoch3,point,0.5,0.9176564793795307,8.246211251235321
finetuned_epoch3,box,0.2,0.9507815527697316,4.123105625617661
finetuned_epoch3,box,0.3,0.9507724535206196,4.47213595499958
finetuned_epoch3,box,0.5,0.9380842704227909,5.385164807134504
finetuned_epoch3,both,0.2,0.9534518828439417,4.0
finetuned_epoch3,both,0.3,0.9501652346319232,4.47213595499958
finetuned_epoch3,both,0.5,0.9394103327009204,5.0990195135927845
finetuned_epoch3,point,0.2,0.2646840148679206,15.811388300841896
finetuned_epoch3,point,0.3,0.26990144048316983,15.620499351813308
finetuned_epoch3,point,0.5,0.2789968652015753,15.0
finetuned_epoch3,box,0.2,0.8695652173690648,2.8284271247461903
finetuned_epoch3,box,0.3,0.8740359896947548,2.8284271247461903
finetuned_epoch3,box,0.5,0.8789473683979224,2.8284271247461903
finetuned_epoch3,both,0.2,0.8691358024476756,2.8284271247461903
finetuned_epoch3,both,0.3,0.8749999999781249,2.8284271247461903
finetuned_epoch3,both,0.5,0.8775510203857767,2.8284271247461903
finetuned_epoch3,point,0.2,0.7624935600166797,6.0
finetuned_epoch3,point,0.3,0.7777193904320667,6.0
finetuned_epoch3,point,0.5,0.7978436657638931,6.0
finetuned_epoch3,box,0.2,0.7978436657638931,6.0
finetuned_epoch3,box,0.3,0.8061002178605333,6.0
finetuned_epoch3,box,0.5,0.8295964125514037,6.0
finetuned_epoch3,both,0.2,0.8008658008614672,6.0
finetuned_epoch3,both,0.3,0.808301474599627,6.0
finetuned_epoch3,both,0.5,0.8226792662544599,6.0
finetuned_epoch3,point,0.2,0.6507076708008899,17.0
finetuned_epoch3,point,0.3,0.6764061358643602,16.1245154965971
finetuned_epoch3,point,0.5,0.697809653032181,15.556349186104045
finetuned_epoch3,box,0.2,0.8895882507188839,9.433981132056603
finetuned_epoch3,box,0.3,0.8753029894940068,9.219544457292887
finetuned_epoch3,box,0.5,0.8620302860323555,9.433981132056603
finetuned_epoch3,both,0.2,0.8826907301042312,9.433981132056603
finetuned_epoch3,both,0.3,0.8694920011202092,9.433981132056603
finetuned_epoch3,both,0.5,0.8543238537409915,10.295630140987
finetuned_epoch3,point,0.2,0.5432236475171162,22.360679774997898
finetuned_epoch3,point,0.3,0.518446222915248,22.360679774997898
finetuned_epoch3,point,0.5,0.5013681330235711,22.360679774997898
finetuned_epoch3,box,0.2,0.568040860998599,22.360679774997898
finetuned_epoch3,box,0.3,0.5734473782064459,22.360679774997898
finetuned_epoch3,box,0.5,0.5885569224749296,22.360679774997898
finetuned_epoch3,both,0.2,0.5692870201086485,22.360679774997898
finetuned_epoch3,both,0.3,0.5706893365356298,22.360679774997898
finetuned_epoch3,both,0.5,0.5756429652031474,22.360679774997898
finetuned_epoch3,point,0.2,0.5551820728275766,40.52159917870962
finetuned_epoch3,point,0.3,0.6082949308737072,40.26164427839479
finetuned_epoch3,point,0.5,0.6851402840294938,32.984845004941285
finetuned_epoch3,box,0.2,0.9492998551378595,2.8284271247461903
finetuned_epoch3,box,0.3,0.9559686888407243,2.23606797749979
finetuned_epoch3,box,0.5,0.9577464788684219,2.23606797749979
finetuned_epoch3,both,0.2,0.9517241379263462,2.23606797749979
finetuned_epoch3,both,0.3,0.9520958083784826,2.23606797749979
finetuned_epoch3,both,0.5,0.9482233502489938,2.8284271247461903
finetuned_epoch3,point,0.2,0.8752617409499324,14.7648230602334
finetuned_epoch3,point,0.3,0.8995215310990902,10.0
finetuned_epoch3,point,0.5,0.9296182960204065,9.0
finetuned_epoch3,box,0.2,0.9624916275938338,6.4031242374328485
finetuned_epoch3,box,0.3,0.962900220225372,5.656854249492381
finetuned_epoch3,box,0.5,0.9608012433069232,3.605551275463989
finetuned_epoch3,both,0.2,0.9587801608563024,5.0
finetuned_epoch3,both,0.3,0.9619353747234615,4.242640687119285
finetuned_epoch3,both,0.5,0.9643102264911388,3.605551275463989
finetuned_epoch3,point,0.2,0.25849139832339585,28.178005607210743
finetuned_epoch3,point,0.3,0.1982614000301994,28.178005607210743
finetuned_epoch3,point,0.5,0.12258579409397832,28.178005607210743
finetuned_epoch3,box,0.2,0.9069333785371979,5.0990195135927845
finetuned_epoch3,box,0.3,0.8842887473445077,9.0
finetuned_epoch3,box,0.5,0.8128757029264827,10.04987562112089
