version,mode,threshold,dice,hd95
original,box,0.5,0.7424029920488902,9.848857801796104
original,both,0.2,0.671063478974975,13.45362404707371
original,both,0.3,0.7178349600678002,11.40175425099138
original,both,0.5,0.7556207233589657,8.94427190999916
original,point,0.2,0.33174451858597004,27.0
original,point,0.3,0.27925270402871927,27.073972741361768
original,point,0.5,0.1808731808713007,28.0
original,box,0.2,0.7745974955242639,16.278820596099706
original,box,0.3,0.8067700987268135,11.045361017187261
original,box,0.5,0.8317948717906062,9.848857801796104
original,both,0.2,0.8190023752930214,9.848857801796104
original,both,0.3,0.8444666001951922,8.94427190999916
original,both,0.5,0.8716253443478148,7.0710678118654755
original,point,0.2,0.0388639760831261,14.0
original,point,0.3,0.032983508245382556,14.560219778561036
original,point,0.5,0.018126888217248838,14.560219778561036
original,box,0.2,0.8603278688468176,6.4031242374328485
original,box,0.3,0.8817204301016014,5.656854249492381
original,box,0.5,0.90985915492317,3.605551275463989
original,both,0.2,0.9524517087596401,2.8284271247461903
original,both,0.3,0.9439754412820878,2.8284271247461903
original,both,0.5,0.904800650928358,3.1622776601683795
original,point,0.2,0.0,22.847319317591726
original,point,0.3,0.0,23.345235059857504
original,point,0.5,0.0,23.53720459187964
original,box,0.2,0.7637301879809667,10.295630140987
original,box,0.3,0.7995356037120761,9.848857801796104
original,box,0.5,0.8380075345297698,9.848857801796104
original,both,0.2,0.7590361445754554,11.661903789690601
original,both,0.3,0.7827476038307398,10.295630140987
original,both,0.5,0.7728665207843639,9.848857801796104
original,point,0.2,0.3188634569824873,32.14031735997639
original,point,0.3,0.28225806451385277,33.0
original,point,0.5,0.19644369178495816,34.0
original,box,0.2,0.7607182117964063,16.278820596099706
original,box,0.3,0.7704042715454981,15.297058540778355
original,box,0.5,0.7678643520356566,12.0
original,both,0.2,0.787902592298555,12.0
original,both,0.3,0.7856267864402384,11.661903789690601
original,both,0.5,0.7862494490930532,10.770329614269007
original,point,0.2,0.04976303317476584,16.1245154965971
original,point,0.3,0.04280618311482989,16.1245154965971
original,point,0.5,0.02874251496971566,16.278820596099706
original,box,0.2,0.8429926238101002,6.4031242374328485
original,box,0.3,0.7865037812636039,5.385164807134504
original,box,0.5,0.5169230769191007,9.486832980505138
original,both,0.2,0.9507211538404404,3.605551275463989
original,both,0.3,0.9503980404105916,2.8284271247461903
original,both,0.5,0.9416927899627481,2.23606797749979
original,point,0.2,0.0,23.194827009486403
original,point,0.3,0.0,23.194827009486403
original,point,0.5,0.0,24.08318915758459
original,box,0.2,0.7696228338390947,5.0
original,box,0.3,0.8077129084048864,4.242640687119285
original,box,0.5,0.8561320754666503,3.0
original,both,0.2,0.7651282051242815,7.280109889280518
original,both,0.3,0.7950108459826736,5.0
original,both,0.5,0.8210784313675179,4.123105625617661
original,point,0.2,0.34074074073879923,40.01249804748511
original,point,0.3,0.3206459054191428,40.01249804748511
original,point,0.5,0.2738589211602024,40.049968789001575
original,box,0.2,0.9263157894707295,4.0
original,box,0.3,0.9472295514480633,3.0
original,box,0.5,0.9572173913010185,3.1622776601683795
original,both,0.2,0.629907366560962,25.632011235952593
original,both,0.3,0.6154545454517479,27.073972741361768
original,both,0.5,0.5905398948848996,27.16615541441225
original,point,0.2,0.2819183408934481,30.805843601498726
original,point,0.3,0.2553471536681298,31.38470965295043
original,point,0.5,0.1596667823666794,32.01562118716424
original,box,0.2,0.9622055869984258,4.47213595499958
original,box,0.3,0.9709743020873156,2.8284271247461903
original,box,0.5,0.9769288956108606,2.0
original,both,0.2,0.9508902367424166,3.1622776601683795
original,both,0.3,0.9417360285355891,4.0
original,both,0.5,0.9232016210720908,4.47213595499958
original,point,0.2,0.0,41.593268686170845
original,point,0.3,0.0,42.05948168962618
original,point,0.5,0.0,42.941821107167776
original,box,0.2,0.8003159557649284,11.313708498984761
original,box,0.3,0.8366164542280473,7.810249675906654
original,box,0.5,0.8894092219004154,6.4031242374328485
original,both,0.2,0.37176690557748243,27.294688127912362
original,both,0.3,0.31388526727458627,27.294688127912362
original,both,0.5,0.22560335781702412,27.294688127912362
original,point,0.2,0.44533923897635325,44.91102314577124
original,point,0.3,0.4181630546946994,45.12205669071391
original,point,0.5,0.3820983744978212,46.09772228646444
original,box,0.2,0.9450833441000839,5.830951894845301
original,box,0.3,0.9480057917586574,5.0
original,box,0.5,0.9464477933248837,5.830951894845301
original,both,0.2,0.9454921208977712,6.324555320336759
original,both,0.3,0.9505002632952205,5.0990195135927845
original,both,0.5,0.9479924548626408,5.830951894845301
original,point,0.2,0.05344467640896265,59.481089431852205
original,point,0.3,0.06523005241662651,53.075418038862395
original,point,0.5,0.1642335766393388,20.591260281974
original,box,0.2,0.8461538461335059,4.242640687119285
original,box,0.3,0.8663366336419224,3.605551275463989
original,box,0.5,0.9052631578709142,3.605551275463989
original,both,0.2,0.7981859410249844,5.0
original,both,0.3,0.830188679225703,4.47213595499958
original,both,0.5,0.86999999997825,3.605551275463989
original,point,0.2,0.1892411143122515,41.036569057366385
original,point,0.3,0.2824943651368708,18.601075237738275
original,point,0.5,0.320916905441061,19.1049731745428
original,box,0.2,0.745967741931724,7.0710678118654755
original,box,0.3,0.7648578811329982,6.4031242374328485
original,box,0.5,0.7922912205525039,6.0
original,both,0.2,0.7527975584905758,7.0710678118654755
original,both,0.3,0.7700312174777835,6.4031242374328485
original,both,0.5,0.8019533369462727,6.0
original,point,0.2,0.2828456683870257,33.83784863137726
original,point,0.3,0.31069890692179297,25.0
original,point,0.5,0.3003128258592273,25.96150997149434
original,box,0.2,0.8997805413291886,10.816653826391969
original,box,0.3,0.9159347553301984,10.0
original,box,0.5,0.9271106449897034,8.94427190999916
original,both,0.2,0.9165204311834633,7.810249675906654
original,both,0.3,0.9282940719623912,7.0710678118654755
original,both,0.5,0.9282401091379857,5.656854249492381
original,point,0.2,0.3098492814570282,35.014282800023196
original,point,0.3,0.3175074183964484,36.013886210738214
original,point,0.5,0.3241075010015078,37.05401462729781
original,box,0.2,0.5608313922226109,22.360679774997898
original,box,0.3,0.5725260654827647,22.360679774997898
original,box,0.5,0.5881461844336524,22.360679774997898
original,both,0.2,0.5622243528273015,22.360679774997898
original,both,0.3,0.562168532703669,22.360679774997898
original,both,0.5,0.5548281505716963,22.360679774997898
original,point,0.2,0.44935262756702704,25.298221281347036
original,point,0.3,0.3780687397677736,25.632011235952593
original,point,0.5,0.30598290598029076,26.570660511172846
original,box,0.2,0.7316352897721239,19.235384061671343
original,box,0.3,0.7514231499022717,18.601075237738275
original,box,0.5,0.780952380949282,17.11724276862369
original,both,0.2,0.7499054105155131,19.1049731745428
original,both,0.3,0.7661227661197898,18.110770276274835
original,both,0.5,0.8124481327767119,15.132745950421556
original,point,0.2,0.31872717788127614,34.20526275297414
original,point,0.3,0.23997741388977986,35.0
original,point,0.5,0.09437621202296582,35.608987629529715
original,box,0.2,0.9630738522938073,5.0
original,box,0.3,0.9686600033864669,3.605551275463989
original,box,0.5,0.9583187390526124,3.605551275463989
original,both,0.2,0.9480242079014809,5.656854249492381
original,both,0.3,0.9288824383147154,6.082762530298219
original,both,0.5,0.894845360823065,8.0
original,point,0.2,0.07916555228649595,45.45327270945405
original,point,0.3,0.04152445961307871,45.45327270945405
original,point,0.5,0.015114873035020814,48.104053883222775
original,box,0.2,0.8782742681034234,5.656854249492381
original,box,0.3,0.8866306764038002,5.0
original,box,0.5,0.8859487523013131,4.47213595499958
original,both,0.2,0.8545144804074029,9.219544457292887
original,both,0.3,0.8300197026673294,17.804493814764857
original,both,0.5,0.748212867353558,29.0
original,point,0.2,0.2512805919176846,53.225933528685054
original,point,0.3,0.2704412462434439,42.7551166528639
original,point,0.5,0.2804047838081317,42.95346318982906
original,box,0.2,0.9369188957217324,6.4031242374328485
original,box,0.3,0.9480766418005733,5.0
original,box,0.5,0.9507159005260728,4.0
original,both,0.2,0.9138193387731168,9.0
original,both,0.3,0.9381693559889502,7.0
original,both,0.5,0.9557074910806247,4.242640687119285
finetuned_epoch1,point,0.2,0.08755663259925847,123.4908903522847
finetuned_epoch1,point,0.3,0.11432108955832004,113.01769772916099
finetuned_epoch1,point,0.5,0.21099403326112606,60.81118318204309
finetuned_epoch1,box,0.2,0.9066666666614107,4.242640687119285
finetuned_epoch1,box,0.3,0.910473961375597,4.123105625617661
finetuned_epoch1,box,0.5,0.911044776113964,4.123105625617661
finetuned_epoch1,both,0.2,0.9162393162340956,4.242640687119285
finetuned_epoch1,both,0.3,0.9175792507151725,4.242640687119285
finetuned_epoch1,both,0.5,0.9181286549653911,4.123105625617661
finetuned_epoch1,point,0.2,0.07222460351474913,114.49017425089369
finetuned_epoch1,point,0.3,0.09789397240370523,106.6770828247567
finetuned_epoch1,point,0.5,0.18018981419572225,49.73932046178355
finetuned_epoch1,box,0.2,0.5588507877638608,14.7648230602334
finetuned_epoch1,box,0.3,0.5485391140407704,14.7648230602334
finetuned_epoch1,box,0.5,0.5076092292562219,14.7648230602334
finetuned_epoch1,both,0.2,0.5639614855544981,14.7648230602334
finetuned_epoch1,both,0.3,0.5553488372067193,14.7648230602334
finetuned_epoch1,both,0.5,0.5327552986486862,14.7648230602334
finetuned_epoch1,point,0.2,0.027134109737052412,111.7899816620434
finetuned_epoch1,point,0.3,0.05132086897278682,95.25754563287887
finetuned_epoch1,point,0.5,0.07855404935687804,74.88658090739622
finetuned_epoch1,box,0.2,0.7435610302268358,6.708203932499369
finetuned_epoch1,box,0.3,0.7522727272641787,6.708203932499369
finetuned_epoch1,box,0.5,0.7739644970322608,6.324555320336759
finetuned_epoch1,both,0.2,0.7152034261165395,7.0710678118654755
finetuned_epoch1,both,0.3,0.7247007616896115,7.0710678118654755
finetuned_epoch1,both,0.5,0.7435610302268358,6.708203932499369
finetuned_epoch1,point,0.2,0.8876750700267679,12.806248474865697
finetuned_epoch1,point,0.3,0.8808705612816712,12.806248474865697
finetuned_epoch1,point,0.5,0.8486197684760335,13.038404810405298
finetuned_epoch1,box,0.2,0.9129574678524816,12.041594578792296
finetuned_epoch1,box,0.3,0.8563743948347816,11.40175425099138
finetuned_epoch1,box,0.5,0.6903020667715576,13.601470508735444
finetuned_epoch1,both,0.2,0.8999280057584593,12.727922061357855
finetuned_epoch1,both,0.3,0.9117828500914105,12.041594578792296
finetuned_epoch1,both,0.5,0.9097463628158752,10.63014581273465
finetuned_epoch1,point,0.2,0.02829327654391802,31.016124838541646
finetuned_epoch1,point,0.3,0.009654313298022962,31.016124838541646
finetuned_epoch1,point,0.5,0.0006467259498776932,31.016124838541646
finetuned_epoch1,box,0.2,0.7477629360643915,13.416407864998739
finetuned_epoch1,box,0.3,0.7627048615882623,17.204650534085253
finetuned_epoch1,box,0.5,0.7782983225014685,18.788294228055936
finetuned_epoch1,both,0.2,0.573927154705577,31.016124838541646
finetuned_epoch1,both,0.3,0.5641956438664842,31.016124838541646
finetuned_epoch1,both,0.5,0.563310285219789,31.016124838541646
finetuned_epoch1,point,0.2,0.3936627781042814,110.69326989478628
finetuned_epoch1,point,0.3,0.883087560854524,15.811388300841896
finetuned_epoch1,point,0.5,0.9449325384366607,7.280109889280518
finetuned_epoch1,box,0.2,0.9436036443031822,8.0
finetuned_epoch1,box,0.3,0.9473198492648255,8.0
finetuned_epoch1,box,0.5,0.9475438457257777,7.0
finetuned_epoch1,both,0.2,0.931453718206212,11.0
finetuned_epoch1,both,0.3,0.9428920445862399,8.0
finetuned_epoch1,both,0.5,0.9477594246416282,7.0
finetuned_epoch1,point,0.2,0.41373149566078754,72.06247289678588
finetuned_epoch1,point,0.3,0.5284957195266787,59.07622195096772
finetuned_epoch1,point,0.5,0.6913712088843534,36.87817782917155
finetuned_epoch1,box,0.2,0.9094238625145663,10.0
finetuned_epoch1,box,0.3,0.9243600805278626,9.219544457292887
finetuned_epoch1,box,0.5,0.9397554428855656,7.810249675906654
finetuned_epoch1,both,0.2,0.9247530505506614,9.899494936611665
finetuned_epoch1,both,0.3,0.9339259259245424,9.219544457292887
finetuned_epoch1,both,0.5,0.9433962264136472,6.708203932499369
finetuned_epoch1,point,0.2,0.2569161165910725,66.007575322837
finetuned_epoch1,point,0.3,0.3316969871976786,53.0
finetuned_epoch1,point,0.5,0.40572597136959004,28.42534080710379
finetuned_epoch1,box,0.2,0.6114468538915545,18.35755975068582
finetuned_epoch1,box,0.3,0.6604687197353081,16.401219466856727
finetuned_epoch1,box,0.5,0.725472547253093,9.899494936611665
finetuned_epoch1,both,0.2,0.46770417297828437,28.42534080710379
finetuned_epoch1,both,0.3,0.4696264975328124,28.42534080710379
finetuned_epoch1,both,0.5,0.460856720826498,28.42534080710379
finetuned_epoch1,point,0.2,0.056527902334588404,226.2144999773445
finetuned_epoch1,point,0.3,0.09278693195306217,139.2838827718412
finetuned_epoch1,point,0.5,0.18289886273216507,124.19742348374221
finetuned_epoch1,box,0.2,0.8236545415851444,11.661903789690601
finetuned_epoch1,box,0.3,0.8307824962258444,11.40175425099138
finetuned_epoch1,box,0.5,0.8406374501973426,11.180339887498949
finetuned_epoch1,both,0.2,0.8249258160219904,12.041594578792296
finetuned_epoch1,both,0.3,0.8334410687333906,11.40175425099138
finetuned_epoch1,both,0.5,0.8400088515139633,11.313708498984761
finetuned_epoch1,point,0.2,0.41958462927619183,53.600373133029585
finetuned_epoch1,point,0.3,0.47398843930582113,50.44799302251776
finetuned_epoch1,point,0.5,0.5536872765781098,40.311288741492746
finetuned_epoch1,box,0.2,0.9311832841223457,6.4031242374328485
finetuned_epoch1,box,0.3,0.9392544868823303,6.4031242374328485
finetuned_epoch1,box,0.5,0.9450601273262319,5.656854249492381
finetuned_epoch1,both,0.2,0.9365671641769203,6.4031242374328485
finetuned_epoch1,both,0.3,0.9390934844170465,5.656854249492381
finetuned_epoch1,both,0.5,0.9408369408346782,5.0
finetuned_epoch1,point,0.2,0.30452946350010496,40.496913462633174
finetuned_epoch1,point,0.3,0.3439284827410679,39.11521443121589
finetuned_epoch1,point,0.5,0.4070588235288132,29.068883707497267
finetuned_epoch1,box,0.2,0.7573570238735221,7.810249675906654
finetuned_epoch1,box,0.3,0.7790697674395958,7.0710678118654755
finetuned_epoch1,box,0.5,0.8042526579086796,6.4031242374328485
finetuned_epoch1,both,0.2,0.5274509803911227,22.627416997969522
finetuned_epoch1,both,0.3,0.5288230584456989,22.627416997969522
finetuned_epoch1,both,0.5,0.5306468716849827,22.627416997969522
finetuned_epoch1,point,0.2,0.09319657615108722,111.4136436887332
finetuned_epoch1,point,0.3,0.13063715349600194,104.1393297462587
finetuned_epoch1,point,0.5,0.18000427563587257,93.03762679690406
finetuned_epoch1,box,0.2,0.7704664813074746,13.152946437965905
finetuned_epoch1,box,0.3,0.7811023622022643,13.038404810405298
finetuned_epoch1,box,0.5,0.8009183338773338,12.041594578792296
finetuned_epoch1,both,0.2,0.7496947496924613,13.038404810405298
finetuned_epoch1,both,0.3,0.7590286425879234,12.727922061357855
finetuned_epoch1,both,0.5,0.7852239293861222,12.041594578792296
finetuned_epoch1,point,0.2,0.30015007503601726,28.653097563788805
finetuned_epoch1,point,0.3,0.33500837520750976,23.430749027719962
finetuned_epoch1,point,0.5,0.3903708523071544,20.12461179749811
finetuned_epoch1,box,0.2,0.8675400290994536,3.605551275463989
finetuned_epoch1,box,0.3,0.8761061946773435,3.605551275463989
finetuned_epoch1,box,0.5,0.8952959028695706,2.8284271247461903
finetuned_epoch1,both,0.2,0.8662790697548506,3.605551275463989
finetuned_epoch1,both,0.3,0.8726207906167991,3.605551275463989
finetuned_epoch1,both,0.5,0.8819133034247846,2.8284271247461903
finetuned_epoch1,point,0.2,0.41068917018091566,22.47220505424423
finetuned_epoch1,point,0.3,0.4534161490659761,16.492422502470642
finetuned_epoch1,point,0.5,0.5217391304316752,11.40175425099138
finetuned_epoch1,box,0.2,0.6791569086598037,8.94427190999916
finetuned_epoch1,box,0.3,0.6856690419581499,8.94427190999916
finetuned_epoch1,box,0.5,0.6883116883061015,8.94427190999916
finetuned_epoch1,both,0.2,0.6734059097925863,8.94427190999916
finetuned_epoch1,both,0.3,0.6835043409575099,8.94427190999916
finetuned_epoch1,both,0.5,0.6855295068659214,8.94427190999916
finetuned_epoch1,point,0.2,0.067996373526437,34.88552708502482
finetuned_epoch1,point,0.3,0.07911392405021565,34.438350715445125
finetuned_epoch1,point,0.5,0.09765624999936423,33.12099032335839
finetuned_epoch1,box,0.2,0.7222222221820987,3.0
finetuned_epoch1,box,0.3,0.7356321838657682,3.0
finetuned_epoch1,box,0.5,0.7544910179188927,3.0
finetuned_epoch1,both,0.2,0.6757990867271324,3.1622776601683795
finetuned_epoch1,both,0.3,0.6948356807185523,3.1622776601683795
finetuned_epoch1,both,0.5,0.7019230768893306,3.1622776601683795
finetuned_epoch1,point,0.2,0.40909090908733314,21.0
finetuned_epoch1,point,0.3,0.4579256360033471,18.027756377319946
finetuned_epoch1,point,0.5,0.5631768953000821,17.029386365926403
finetuned_epoch1,box,0.2,0.8992248061841235,2.23606797749979
finetuned_epoch1,box,0.3,0.9098039215507882,2.23606797749979
finetuned_epoch1,box,0.5,0.9239999999815199,1.4142135623730951
finetuned_epoch1,both,0.2,0.9155206286657068,2.23606797749979
finetuned_epoch1,both,0.3,0.93199999998136,1.4142135623730951
finetuned_epoch1,both,0.5,0.9392712550417152,1.4142135623730951
finetuned_epoch1,point,0.2,0.37823834196564565,18.0
finetuned_epoch1,point,0.3,0.4156097560935063,16.0
finetuned_epoch1,point,0.5,0.392857142852466,15.0
finetuned_epoch1,box,0.2,0.6534351144938407,6.708203932499369
finetuned_epoch1,box,0.3,0.6688206785029269,6.324555320336759
finetuned_epoch1,box,0.5,0.7175843694366326,5.0
finetuned_epoch1,both,0.2,0.6071942445955799,8.48528137423857
finetuned_epoch1,both,0.3,0.5958702064808868,8.48528137423857
finetuned_epoch1,both,0.5,0.5740458015179535,8.48528137423857
finetuned_epoch1,point,0.2,0.8723897911731742,5.0
finetuned_epoch1,point,0.3,0.8479809976146321,5.0
finetuned_epoch1,point,0.5,0.8132678132578223,5.0990195135927845
finetuned_epoch1,box,0.2,0.9197224975131841,3.605551275463989
finetuned_epoch1,box,0.3,0.9271255060634906,3.605551275463989
finetuned_epoch1,box,0.5,0.9196617336055004,3.1622776601683795
finetuned_epoch1,both,0.2,0.9238683127476969,3.605551275463989
finetuned_epoch1,both,0.3,0.9201680672172251,3.605551275463989
finetuned_epoch1,both,0.5,0.8971553610405125,4.47213595499958
finetuned_epoch1,point,0.2,0.007619047618975057,11.661903789690601
