version,file,class,mode,threshold,dice,hd95
finetuned_epoch10,22_Heart_2_10.npz,0,point,0.5,0.6067907995596685,21.840329667841555
finetuned_epoch10,22_Heart_2_10.npz,0,box,0.5,0.8923076923019725,5.0
finetuned_epoch10,22_Heart_2_10.npz,0,both,0.5,0.9158291457228905,4.0
finetuned_epoch10,22_Heart_2_10.npz,1,point,0.5,0.48963929393518946,14.7648230602334
finetuned_epoch10,22_Heart_2_10.npz,1,box,0.5,0.32068062827015265,14.7648230602334
finetuned_epoch10,22_Heart_2_10.npz,1,both,0.5,0.365720524015471,14.7648230602334
finetuned_epoch10,22_Heart_2_10.npz,2,point,0.5,0.23187414500604694,32.01562118716424
finetuned_epoch10,22_Heart_2_10.npz,2,box,0.5,0.8202396804151766,4.0
finetuned_epoch10,22_Heart_2_10.npz,2,both,0.5,0.8125786163419801,4.47213595499958
finetuned_epoch10,22_Heart_2_4.npz,0,point,0.5,0.7020421827909239,16.0
finetuned_epoch10,22_Heart_2_4.npz,0,box,0.5,0.1572665574534115,66.88796603276258
finetuned_epoch10,22_Heart_2_4.npz,0,both,0.5,0.8604651162778191,13.601470508735444
finetuned_epoch10,22_Heart_2_4.npz,1,point,0.5,0.0,31.016124838541646
finetuned_epoch10,22_Heart_2_4.npz,1,box,0.5,0.670926517570624,48.76474136094644
finetuned_epoch10,22_Heart_2_4.npz,1,both,0.5,0.5015216068157811,53.75872022286245
finetuned_epoch10,22_Heart_2_4.npz,2,point,0.5,0.9330111648050883,6.708203932499369
finetuned_epoch10,22_Heart_2_4.npz,2,box,0.5,0.9285355648527794,6.082762530298219
finetuned_epoch10,22_Heart_2_4.npz,2,both,0.5,0.9222728039108731,6.082762530298219
finetuned_epoch10,22_Heart_2_8.npz,0,point,0.5,0.8338108882506557,14.7648230602334
finetuned_epoch10,22_Heart_2_8.npz,0,box,0.5,0.22307481501720178,48.27007354458868
finetuned_epoch10,22_Heart_2_8.npz,0,both,0.5,0.8527186345225185,14.035668847618199
finetuned_epoch10,22_Heart_2_8.npz,1,point,0.5,0.004935834155960178,28.42534080710379
finetuned_epoch10,22_Heart_2_8.npz,1,box,0.5,0.6325744308209017,35.510561809129406
finetuned_epoch10,22_Heart_2_8.npz,1,both,0.5,0.19337142857098658,28.42534080710379
