file,class,dx,dy,mode,dice,hd
22_Heart_2_4.npz,1,-10,-10,both,0.029505307123422732,312.60518229869444
22_Heart_2_4.npz,2,0,0,point,0.04097629365280366,364.4283194264683
22_Heart_2_4.npz,2,0,0,box,0.05535570320535679,367.0490430446591
22_Heart_2_4.npz,2,0,0,both,0.05463922515555213,367.0490430446591
22_Heart_2_4.npz,2,5,0,point,0.0540836226989462,367.0490430446591
22_Heart_2_4.npz,2,5,0,box,0.05439394240251687,367.0490430446591
22_Heart_2_4.npz,2,5,0,both,0.054224764628764875,366.56513745854227
22_Heart_2_4.npz,2,-5,0,point,0.05215478275161982,367.0490430446591
22_Heart_2_4.npz,2,-5,0,box,0.053631958219295096,366.56513745854227
22_Heart_2_4.npz,2,-5,0,both,0.0574404559951046,366.56513745854227
22_Heart_2_4.npz,2,0,5,point,0.05195579583398554,364.4283194264683
22_Heart_2_4.npz,2,0,5,box,0.05263847666036676,365.68975922221284
22_Heart_2_4.npz,2,0,5,both,0.05241170939248259,366.0833238485468
22_Heart_2_4.npz,2,0,-5,point,0.05450513848686469,367.0490430446591
22_Heart_2_4.npz,2,0,-5,box,0.048503369377830965,365.301245549478
22_Heart_2_4.npz,2,0,-5,both,0.04064097607078204,365.1260056473655
22_Heart_2_4.npz,2,10,10,point,0.05337474174572953,364.6505176192679
22_Heart_2_4.npz,2,10,10,box,0.024478396582861443,367.0490430446591
22_Heart_2_4.npz,2,10,10,both,0.05386065193881947,366.56513745854227
22_Heart_2_4.npz,2,-10,-10,point,0.055132962422730934,367.0490430446591
22_Heart_2_4.npz,2,-10,-10,box,0.05431504651908596,367.0490430446591
22_Heart_2_4.npz,2,-10,-10,both,0.05444515035033505,367.0490430446591
22_Heart_2_8.npz,0,0,0,point,0.028373635798740235,330.037876614185
22_Heart_2_8.npz,0,0,0,box,0.028614437649916308,330.037876614185
22_Heart_2_8.npz,0,0,0,both,0.028431225918564448,330.037876614185
22_Heart_2_8.npz,0,5,0,point,0.02861170622223326,329.24762717444145
22_Heart_2_8.npz,0,5,0,box,0.024211136570683793,330.037876614185
22_Heart_2_8.npz,0,5,0,both,0.028901630852221274,327.84447532328494
22_Heart_2_8.npz,0,-5,0,point,0.027907088208684393,330.037876614185
22_Heart_2_8.npz,0,-5,0,box,0.027763509515664746,330.037876614185
22_Heart_2_8.npz,0,-5,0,both,0.028228034148831568,328.2102984368406
22_Heart_2_8.npz,0,0,5,point,0.027982197411703734,328.4585209733491
22_Heart_2_8.npz,0,0,5,box,0.014069644741445534,325.3136947624554
22_Heart_2_8.npz,0,0,5,both,0.028111073020217498,327.00152904841286
22_Heart_2_8.npz,0,0,-5,point,0.026888135999758526,330.037876614185
22_Heart_2_8.npz,0,0,-5,box,0.02848568843277008,330.037876614185
22_Heart_2_8.npz,0,0,-5,both,0.026749260875673777,326.6221058042459
22_Heart_2_8.npz,0,10,10,point,0.027699789985627533,330.037876614185
22_Heart_2_8.npz,0,10,10,box,0.028093579141815782,330.037876614185
22_Heart_2_8.npz,0,10,10,both,0.02818341482721141,330.037876614185
22_Heart_2_8.npz,0,-10,-10,point,0.02562790499338501,328.2102984368406
22_Heart_2_8.npz,0,-10,-10,box,0.027836507750854455,330.037876614185
22_Heart_2_8.npz,0,-10,-10,both,0.027818224128185375,330.037876614185
22_Heart_2_8.npz,1,0,0,point,0.015024811411023162,322.0558957696629
22_Heart_2_8.npz,1,0,0,box,0.015573531251301384,322.0558957696629
22_Heart_2_8.npz,1,0,0,both,0.01542682486582568,321.4420632089086
22_Heart_2_8.npz,1,5,0,point,0.014978988231883357,322.0558957696629
22_Heart_2_8.npz,1,5,0,box,0.015030265722782644,320.8301731446093
22_Heart_2_8.npz,1,5,0,both,0.016293778579811808,322.0558957696629
22_Heart_2_8.npz,1,-5,0,point,0.016105622922419578,322.0558957696629
22_Heart_2_8.npz,1,-5,0,box,0.015261841514204533,320.4808886657674
22_Heart_2_8.npz,1,-5,0,both,0.015316730071661542,322.0558957696629
22_Heart_2_8.npz,1,0,5,point,0.014245992622213752,322.0558957696629
22_Heart_2_8.npz,1,0,5,box,0.01512532775758879,322.0558957696629
22_Heart_2_8.npz,1,0,5,both,0.015331849605950465,322.0558957696629
22_Heart_2_8.npz,1,0,-5,point,0.014133242360736532,322.0558957696629
22_Heart_2_8.npz,1,0,-5,box,0.01507299500726671,322.0558957696629
22_Heart_2_8.npz,1,0,-5,both,0.014723496246091289,322.0558957696629
22_Heart_2_8.npz,1,10,10,point,0.015553795619488263,320.8301731446093
22_Heart_2_8.npz,1,10,10,box,0.015307248865444547,318.4022612985027
22_Heart_2_8.npz,1,10,10,both,0.015302288929205595,322.0558957696629
22_Heart_2_8.npz,1,-10,-10,point,0.015589596817032795,322.0558957696629
22_Heart_2_8.npz,1,-10,-10,box,0.01527907461281318,322.0558957696629
22_Heart_2_8.npz,1,-10,-10,both,0.015095561534842754,320.8301731446093
22_Heart_2_8.npz,2,0,0,point,0.016398095298159797,381.93847672105517
22_Heart_2_8.npz,2,0,0,box,0.017273367027057927,384.56728930058523
22_Heart_2_8.npz,2,0,0,both,0.015842313714639546,384.56728930058523
22_Heart_2_8.npz,2,5,0,point,0.016397268474829137,384.56728930058523
22_Heart_2_8.npz,2,5,0,box,0.017156569789357725,384.56728930058523
22_Heart_2_8.npz,2,5,0,both,0.017238332177765728,384.56728930058523
22_Heart_2_8.npz,2,-5,0,point,0.01714773906144592,382.9843338832543
22_Heart_2_8.npz,2,-5,0,box,0.016822366255375688,384.56728930058523
22_Heart_2_8.npz,2,-5,0,both,0.01628413192626453,384.56728930058523
22_Heart_2_8.npz,2,0,5,point,0.017242473607378444,384.56728930058523
22_Heart_2_8.npz,2,0,5,box,0.017407020903485847,384.56728930058523
22_Heart_2_8.npz,2,0,5,both,0.018603902450239896,382.87334720505163
22_Heart_2_8.npz,2,0,-5,point,0.012917418772559535,382.4604554721965
22_Heart_2_8.npz,2,0,-5,box,0.01720017687067985,384.56728930058523
22_Heart_2_8.npz,2,0,-5,both,0.01750364659303794,384.56728930058523
22_Heart_2_8.npz,2,10,10,point,0.017108181219989495,384.56728930058523
22_Heart_2_8.npz,2,10,10,box,0.016554294798002446,382.3414704161713
22_Heart_2_8.npz,2,10,10,both,0.01734502634463583,384.56728930058523
22_Heart_2_8.npz,2,-10,-10,point,0.017310722769714623,383.5101041693687
22_Heart_2_8.npz,2,-10,-10,box,0.016590079740504072,381.93847672105517
22_Heart_2_8.npz,2,-10,-10,both,0.016995624888641685,384.56728930058523
22_Heart_2_9.npz,0,0,0,point,0.01835220817675601,333.2101439032131
22_Heart_2_9.npz,0,0,0,box,0.01844036003327899,333.2101439032131
22_Heart_2_9.npz,0,0,0,both,0.018181934829888034,333.2101439032131
22_Heart_2_9.npz,0,5,0,point,0.0,258.69866640553056
22_Heart_2_9.npz,0,5,0,box,0.018429342482793674,333.2101439032131
22_Heart_2_9.npz,0,5,0,both,0.017695955369593563,332.50112781763613
22_Heart_2_9.npz,0,-5,0,point,0.018603570203299138,333.2101439032131
22_Heart_2_9.npz,0,-5,0,box,0.0183563794456838,331.40006035002466
22_Heart_2_9.npz,0,-5,0,both,0.017172039578676756,333.2101439032131
22_Heart_2_9.npz,0,0,5,point,0.018139020601421942,333.2101439032131
22_Heart_2_9.npz,0,0,5,box,0.018856038971945596,333.2101439032131
22_Heart_2_9.npz,0,0,5,both,0.018451041331760686,333.2101439032131
22_Heart_2_9.npz,0,0,-5,point,0.018221393034824736,332.6048706799105
22_Heart_2_9.npz,0,0,-5,box,0.01823314226459397,333.2101439032131
22_Heart_2_9.npz,0,0,-5,both,0.018182826658060085,333.2101439032131
22_Heart_2_9.npz,0,10,10,point,0.01865612475326462,333.2101439032131
22_Heart_2_9.npz,0,10,10,box,0.018040220820187792,333.2101439032131
22_Heart_2_9.npz,0,10,10,both,0.01819009570772986,332.50112781763613
22_Heart_2_9.npz,0,-10,-10,point,0.017654382932854314,331.40006035002466
22_Heart_2_9.npz,0,-10,-10,box,0.01937853668221595,333.2101439032131
22_Heart_2_9.npz,0,-10,-10,both,0.018958602169286857,333.2101439032131
22_Heart_2_9.npz,1,0,0,point,0.011906843520761047,326.44141894067303
22_Heart_2_9.npz,1,0,0,box,0.012387789179236724,325.8297101247828
22_Heart_2_9.npz,1,0,0,both,0.011290534331099366,326.44141894067303
22_Heart_2_9.npz,1,5,0,point,0.013297150610578935,324.2483615995615
22_Heart_2_9.npz,1,5,0,box,0.013157894736832485,321.0996729988992
22_Heart_2_9.npz,1,5,0,both,0.0122231063900655,327.0550412392385
22_Heart_2_9.npz,1,-5,0,point,0.011919576719575711,327.0550412392385
22_Heart_2_9.npz,1,-5,0,box,0.011508864707277237,325.8297101247828
22_Heart_2_9.npz,1,-5,0,both,0.012104932672850746,327.0550412392385
22_Heart_2_9.npz,1,0,5,point,0.012049442731798964,327.0550412392385
22_Heart_2_9.npz,1,0,5,box,0.011190963753275615,325.8297101247828
22_Heart_2_9.npz,1,0,5,both,0.011447948063990921,325.8297101247828
22_Heart_2_9.npz,1,0,-5,point,0.012571379868745377,327.0550412392385
22_Heart_2_9.npz,1,0,-5,box,0.012443490570344258,327.0550412392385
22_Heart_2_9.npz,1,0,-5,both,0.012340400947483255,326.44141894067303
22_Heart_2_9.npz,1,10,10,point,0.011872121327287613,327.0550412392385
22_Heart_2_9.npz,1,10,10,box,0.011732534869152947,325.8297101247828
22_Heart_2_9.npz,1,10,10,both,0.012005476182117456,327.0550412392385
22_Heart_2_9.npz,1,-10,-10,point,0.012236609848568093,327.0550412392385
22_Heart_2_9.npz,1,-10,-10,box,0.012426258931066508,327.0550412392385
22_Heart_2_9.npz,1,-10,-10,both,0.013584451259663666,325.8297101247828
22_Heart_2_9.npz,2,0,0,point,0.011140652022404628,379.6024235960566
22_Heart_2_9.npz,2,0,0,box,0.010945222581361713,379.6024235960566
22_Heart_2_9.npz,2,0,0,both,0.01096886458268427,378.1137395017536
22_Heart_2_9.npz,2,5,0,point,0.010884864408369157,378.1137395017536
22_Heart_2_9.npz,2,5,0,box,0.011346891536363663,379.6024235960566
22_Heart_2_9.npz,2,5,0,both,0.01112047177759007,378.85749299703707
22_Heart_2_9.npz,2,-5,0,point,0.011168778303565465,378.27238863020386
22_Heart_2_9.npz,2,-5,0,box,0.011125239826201326,379.6024235960566
22_Heart_2_9.npz,2,-5,0,both,0.010900943296832201,379.6024235960566
22_Heart_2_9.npz,2,0,5,point,0.009701652715170764,376.9482723133242
22_Heart_2_9.npz,2,0,5,box,0.011481773917618851,378.1137395017536
22_Heart_2_9.npz,2,0,5,both,0.011476709031670177,379.6024235960566
22_Heart_2_9.npz,2,0,-5,point,0.012069636798483769,378.1137395017536
22_Heart_2_9.npz,2,0,-5,box,0.010521622826570619,378.27238863020386
22_Heart_2_9.npz,2,0,-5,both,0.010961829903180112,378.85749299703707
22_Heart_2_9.npz,2,10,10,point,0.010713156887859412,376.19808611953357
22_Heart_2_9.npz,2,10,10,box,0.010131345659802053,376.9482723133242
22_Heart_2_9.npz,2,10,10,both,0.011655417159556765,379.6024235960566
22_Heart_2_9.npz,2,-10,-10,point,0.011201202958773845,378.85749299703707
22_Heart_2_9.npz,2,-10,-10,box,0.011075363166617199,378.27238863020386
22_Heart_2_9.npz,2,-10,-10,both,0.01146290328842589,379.6024235960566
22_Heart_3_2.npz,0,0,0,point,0.005558280202712235,222.73975846265077
22_Heart_3_2.npz,0,0,0,box,0.0017685871709395493,222.73975846265077
22_Heart_3_2.npz,0,0,0,both,0.005763298879808734,222.73975846265077
22_Heart_3_2.npz,0,5,0,point,0.005550202351126315,222.73975846265077
22_Heart_3_2.npz,0,5,0,box,0.005713300662445955,222.73975846265077
22_Heart_3_2.npz,0,5,0,both,0.00585990207795099,222.03603311174518
22_Heart_3_2.npz,0,-5,0,point,0.0059569102332747885,222.73975846265077
22_Heart_3_2.npz,0,-5,0,box,0.006521477972848939,222.73975846265077
22_Heart_3_2.npz,0,-5,0,both,0.006250500841412323,222.03152929257593
22_Heart_3_2.npz,0,0,5,point,0.005777333738759635,222.73975846265077
22_Heart_3_2.npz,0,0,5,box,0.0058153017356703095,222.73975846265077
22_Heart_3_2.npz,0,0,5,both,0.005358875252158894,222.73975846265077
22_Heart_3_2.npz,0,0,-5,point,0.005799598047659231,222.73975846265077
22_Heart_3_2.npz,0,0,-5,box,0.0,nan
22_Heart_3_2.npz,0,0,-5,both,0.004906511072800389,222.73975846265077
22_Heart_3_2.npz,0,10,10,point,0.003122990722877631,222.03603311174518
22_Heart_3_2.npz,0,10,10,box,0.005214563970428755,222.03603311174518
22_Heart_3_2.npz,0,10,10,both,0.006079027355607703,219.91134577370036
22_Heart_3_2.npz,0,-10,-10,point,0.006103389955143013,221.33458834985552
22_Heart_3_2.npz,0,-10,-10,box,0.005289776078058994,222.73975846265077
22_Heart_3_2.npz,0,-10,-10,both,0.005878785051088756,222.73975846265077
22_Heart_3_2.npz,1,0,0,point,0.008804402201099449,215.6687274502263
22_Heart_3_2.npz,1,0,0,box,0.008293141246475629,215.6687274502263
22_Heart_3_2.npz,1,0,0,both,0.008379069085422854,214.96046148071045
22_Heart_3_2.npz,1,5,0,point,0.008297296347078667,214.2545215392198
22_Heart_3_2.npz,1,5,0,box,0.009427385892113054,215.6687274502263
22_Heart_3_2.npz,1,5,0,both,0.008228082445382718,214.96046148071045
22_Heart_3_2.npz,1,-5,0,point,0.008563345821542716,215.6687274502263
22_Heart_3_2.npz,1,-5,0,box,0.008645473536162353,215.6687274502263
22_Heart_3_2.npz,1,-5,0,both,0.007843667590775162,215.6687274502263
22_Heart_3_2.npz,1,0,5,point,0.009204185299351771,214.96046148071045
22_Heart_3_2.npz,1,0,5,box,0.008509659613614369,215.6687274502263
22_Heart_3_2.npz,1,0,5,both,0.008096704299235022,215.6687274502263
22_Heart_3_2.npz,1,0,-5,point,0.016489556614114165,215.6687274502263
22_Heart_3_2.npz,1,0,-5,box,0.008383147281237539,215.6687274502263
22_Heart_3_2.npz,1,0,-5,both,0.008616303131039513,215.6687274502263
22_Heart_3_2.npz,1,10,10,point,0.008558438085038034,212.84031572989173
22_Heart_3_2.npz,1,10,10,box,0.008687027600121638,214.2545215392198
22_Heart_3_2.npz,1,10,10,both,0.009836631385178948,214.2545215392198
22_Heart_3_2.npz,1,-10,-10,point,0.008523200195322392,215.6687274502263
22_Heart_3_2.npz,1,-10,-10,box,0.008798555346369386,214.2545215392198
22_Heart_3_2.npz,1,-10,-10,both,0.008869113830180369,215.6687274502263
22_Heart_3_2.npz,2,0,0,point,0.0012808942971088816,239.3407612589214
22_Heart_3_2.npz,2,0,0,box,0.0014250935217619426,237.11811402758752
22_Heart_3_2.npz,2,0,0,both,0.0014239251792039897,238.6734170367534
22_Heart_3_2.npz,2,5,0,point,0.001485861572283908,239.3407612589214
22_Heart_3_2.npz,2,5,0,box,0.0012683840183609857,238.5979882563975
22_Heart_3_2.npz,2,5,0,both,0.0012944239094476702,238.00840321299583
22_Heart_3_2.npz,2,-5,0,point,0.0015750727615131699,239.3407612589214
22_Heart_3_2.npz,2,-5,0,box,0.0014128148730872554,237.92856070678022
22_Heart_3_2.npz,2,-5,0,both,0.0015789187129085919,239.3407612589214
22_Heart_3_2.npz,2,0,5,point,0.0017581277380675354,239.3407612589214
22_Heart_3_2.npz,2,0,5,box,0.0015660889538523064,239.3407612589214
22_Heart_3_2.npz,2,0,5,both,0.0017548670139831341,238.6734170367534
22_Heart_3_2.npz,2,0,-5,point,0.0014063348994787922,238.6734170367534
22_Heart_3_2.npz,2,0,-5,box,0.001362469213435864,238.5979882563975
22_Heart_3_2.npz,2,0,-5,both,0.0016994416120412422,237.34573937612615
22_Heart_3_2.npz,2,10,10,point,0.001969861124788762,239.3407612589214
22_Heart_3_2.npz,2,10,10,box,0.0017424975798636289,238.5979882563975
22_Heart_3_2.npz,2,10,10,both,0.001516408008529436,239.3407612589214
22_Heart_3_2.npz,2,-10,-10,point,0.0015539318959460974,239.3407612589214
22_Heart_3_2.npz,2,-10,-10,box,0.0009544008483558036,236.51638421048128
22_Heart_3_2.npz,2,-10,-10,both,0.001658733592960602,237.92856070678022
22_Heart_4_2.npz,0,0,0,point,0.011620848148459265,146.21901381147393
22_Heart_4_2.npz,0,0,0,box,0.010851871947904471,145.71547618561317
22_Heart_4_2.npz,0,0,0,both,0.009280515801294738,146.21901381147393
22_Heart_4_2.npz,0,5,0,point,0.009395725865876291,146.21901381147393
22_Heart_4_2.npz,0,5,0,box,0.008666697076126138,145.57815770231468
22_Heart_4_2.npz,0,5,0,both,0.009594660362921786,145.45446022724775
22_Heart_4_2.npz,0,-5,0,point,0.009824229153101195,146.21901381147393
22_Heart_4_2.npz,0,-5,0,box,0.007623682076230637,145.45446022724775
22_Heart_4_2.npz,0,-5,0,both,0.01006480576372685,146.21901381147393
22_Heart_4_2.npz,0,0,5,point,0.009254767324697072,146.21901381147393
22_Heart_4_2.npz,0,0,5,box,0.009804443970794583,146.21901381147393
22_Heart_4_2.npz,0,0,5,both,0.009020508892852505,146.21901381147393
22_Heart_4_2.npz,0,0,-5,point,0.007858889276975324,145.71547618561317
22_Heart_4_2.npz,0,0,-5,box,0.010101783117769877,145.71547618561317
22_Heart_4_2.npz,0,0,-5,both,0.009709334480424719,146.21901381147393
22_Heart_4_2.npz,0,10,10,point,0.010602707293218746,146.21901381147393
22_Heart_4_2.npz,0,10,10,box,0.010177965597282847,146.21901381147393
22_Heart_4_2.npz,0,10,10,both,0.009448287497888352,146.21901381147393
22_Heart_4_2.npz,0,-10,-10,point,0.010584343991175823,146.21901381147393
22_Heart_4_2.npz,0,-10,-10,box,0.009892086330932911,146.21901381147393
22_Heart_4_2.npz,0,-10,-10,both,0.010430806601410863,145.57815770231468
22_Heart_4_2.npz,1,0,0,point,0.00954020162281311,143.68020044529447
22_Heart_4_2.npz,1,0,0,box,0.009572515079986372,143.05593311708537
22_Heart_4_2.npz,1,0,0,both,0.008856748192082207,142.90206436577463
22_Heart_4_2.npz,1,5,0,point,0.009526272684165369,143.68020044529447
22_Heart_4_2.npz,1,5,0,box,0.009248886974002802,143.68020044529447
22_Heart_4_2.npz,1,5,0,both,0.010012947777289586,142.90206436577463
22_Heart_4_2.npz,1,-5,0,point,0.00853315129276514,143.05593311708537
22_Heart_4_2.npz,1,-5,0,box,0.009226645054702401,143.68020044529447
22_Heart_4_2.npz,1,-5,0,both,0.01025608758572634,143.68020044529447
22_Heart_4_2.npz,1,0,5,point,0.010541176470578313,143.68020044529447
22_Heart_4_2.npz,1,0,5,box,0.0075287414792883,141.4955829699288
22_Heart_4_2.npz,1,0,5,both,0.009219224584595597,143.68020044529447
22_Heart_4_2.npz,1,0,-5,point,0.011715137190410322,143.68020044529447
22_Heart_4_2.npz,1,0,-5,box,0.009098663633772321,142.90206436577463
22_Heart_4_2.npz,1,0,-5,both,0.009471627590891636,143.68020044529447
22_Heart_4_2.npz,1,10,10,point,0.00922417085279245,142.90206436577463
22_Heart_4_2.npz,1,10,10,box,0.009357162908201854,143.68020044529447
22_Heart_4_2.npz,1,10,10,both,0.009230769230766003,142.90206436577463
22_Heart_4_2.npz,1,-10,-10,point,0.009249050594141477,143.05593311708537
22_Heart_4_2.npz,1,-10,-10,box,0.009720827475392761,143.68020044529447
22_Heart_4_2.npz,1,-10,-10,both,0.010164605931878113,143.68020044529447
22_Heart_4_5.npz,0,0,0,point,0.019213840088789676,150.71164520368026
22_Heart_4_5.npz,0,0,0,box,0.021652392691041286,150.71164520368026
22_Heart_4_5.npz,0,0,0,both,0.02122527737575829,150.08331019803634
22_Heart_4_5.npz,0,5,0,point,0.019467149185742976,150.71164520368026
22_Heart_4_5.npz,0,5,0,box,0.018490261197362454,150.71164520368026
